Winner,Move Count,Moves,Final Position
Black,108,c3 e5 Na3 f6 b4 h5 Nc2 Bxb4 f4 Ba3 Nh3 Kf8 Ng5 c6 Ne3 a6 Qb3 Rh6 h3 Be7 Ng4 b5 Qa3 c5 d3 f5 Nf3 Bh4+ g3 Qe8 Kf2 d5 Ngxe5 Bd7 Qb4 g6 Nc6 Nxc6 Qd4 Ne5 Qa4 Ng4+ hxg4 g5 Nxh4 Kf7 Kf3 c4 Bh3 gxf4 Qa5 hxg4+ Kg2 Qe4+ Kg1 Kf6 Rh2 Bc8 Be3 Ke6 Bg2 b4 Nxf5 Ra7 Rb1 Qf3 d4 fxe3 Nd6 Rf7 Nxc4 Qf6 Nxe3 Rfh7 Rxb4 Qf3 Rb1 Rh5 Nc4 Ne7 Qxa6+ Nc6 Ne5 Rg5 Nxg4 Rxg4 Qa7 Rh5 Rb6 Bb7 Rb5 Re5 Rh6+ Rg6 Bh3+ Ke7 Qa4 Qf2+ Kh1 Rxh6 Rb6 Nb4 cxb4 Rxe2 Qd7+ Kf8 Qxd5 Qe1#,5k2/1b6/1R5r/3Q4/1P1P4/6PB/P3r3/4q2K w - - 1 55
White,231,c3 Na6 g3 d5 Qa4+ Qd7 b4 Nh6 h3 b6 e4 Qb5 Bg2 Bb7 Bf3 Kd7 a3 Nxb4 h4 Nc2+ Kd1 Bc8 Ne2 a6 c4 dxe4 Rg1 g5 Qa5 Bb7 Qa4 Ng4 Bg2 Ne1 d4 Ne5 Nf4 e3 Bh1 N1f3 Kc2 Qc6 Ra2 Nxd4+ Kd1 Ke8 f3 Ng6 Re2 e6 Qb4 Qd7 Ng2 Nf5+ Qd2 Nxg3 a4 h6 Rf1 Be7 Nxe3 Ra7 Ref2 b5 axb5 Ba3 b6 Bc6 Ng4 Rb7 Qxd7+ Kxd7 Bb2 Rg8 Nxh6 f5 h5 Bxb2 Na3 Nh8 c5 Ba1 Rd2+ Bd5 Rff2 Kd8 Rfe2 Nf1 Rd3 c6 Ke1 Ng6 Red2 Ke7 Rd4 Rgb8 Nf7 Rc7 Rb4 Bf6 Rd1 Rf8 bxc7 Rh8 Rh4 Ba1 Rh3 g4 Bg2 Bc3+ Rd2 Kxf7 Rg3 Bb4 h6 Be4 Kf2 Rb8 Kg1 Ba5 Kf2 Kf8 f4 Bd3 cxb8=N Be2 Rf3 Nh2 Nxc6 gxf3 h7 Bf1 h8=R+ Kg7 Rh5 Be2 Rd3 fxg2 Rh8 Bb4 Rb3 Bd1 Nb1 Bh5 Rc8 Ng4+ Kg1 Kf7 Nd8+ Kf6 Rb2 e5 c6 Nxf4 Rxb4 Nh3+ Kxg2 Nhf2 Rc4 Kg5 Rd4 Kf6 Nb7 Kg6 c7 Ne3+ Kg3 Nfg4 Rd6+ Kg7 Nc5 Kh7 Rb6 Be8 Kh4 a5 Rd6 Nd1 Rxd1 Kh6 Rd2 Bd7 Rd8 e4 Nd3 f4 Rf8 Bc8 Rxf4 Bf5 Ne1 Kg7 Nc2 Kg6 Rd5 e3 Rc4 Bc8 Nb4 Kh6 Rd6+ Kh7 Nc3 Kg7 Kg3 Nh2 Nc2 Kh8 Kg2 Be6 Nb5 Bc8 Rg4 Ba6 Ra4 Kh7 Kg1 Kg7 Na7 Be2 Rg4+ Kh8 c8=Q+ Kh7 Qb7+ Kh8 Nc8 Ba6 Qb1 Be2 Rh6#,2N4k/8/7R/p7/6R1/4p3/2N1b2n/1Q4K1 b - - 8 116
Black,146,Nc3 f5 Nd5 h6 c4 b6 Nxc7+ Kf7 Qc2 a5 Rb1 e6 g4 g5 h3 h5 d4 Kg6 Ra1 b5 Bf4 Be7 h4 Nf6 Qd2 Rf8 Bd6 Na6 Qd3 Rh8 Bb4 Ne4 Qf3 Kg7 Qg2 Rg8 Nxb5 Bf8 Bxf8+ Kh8 Nc3 Qb6 Nh3 Nac5 e3 Qb5 Ne2 f4 Nhxf4 Ra6 b3 Nxf2 Qf3 Rc6 Bg7+ Rxg7 Ng2 hxg4 e4 Re7 dxc5 Rb6 Nc1 Nd3+ Ke2 Qxc5 Ne1 Nxc1+ Kd2 gxf3 Rh2 Qxc4 Bg2 d6 Bxf3 Qc5 Nd3 d5 Kd1 Qc4 Be2 Qxd3+ Kxc1 Rd6 hxg5+ Rh7 Bg4 Qf3 exd5 Qf2 Rh5 Rb6 Rh3 Qd4 Bf3 Qf2 Bg4 Qc5+ Rc3 exd5 Bh3 Rhb7 Kb2 Qf2+ Kb1 Qh4 Rd3 Rf6 Bxc8 Rg6 Rg3 Qh3 Rg2 Qe3 Rh2+ Qh3 Rd2 Qxc8 a4 Rh6 Rd4 Qc4 Ka2 Qc7 Rad1 Rh1 R1d2 Rc1 Rf4 Qe5 Re4 Kg8 Rde2 Re1 g6 Rd1 Rg4 Qd4 Ka3 Qd3 Rb2 Qc2 Rg3 Ra1+ Ra2 Qc1#,6k1/1r6/6P1/p2p4/P7/KP4R1/R7/r1q5 w - - 11 74
Black,86,Nc3 e6 d3 g6 g3 a6 Bg5 Nc6 Ne4 Qf6 h4 Qxb2 Rc1 Qf6 c4 b5 Bh6 g5 Bxg5 Qa1 Qa4 Bd6 Qc2 Bb7 Rh2 Kf8 Rd1 Qe5 Ra1 Ke8 Rg2 a5 c5 Ra6 Nd2 Qxg3 Qb3 f5 Rd1 e5 Be3 Qh3 Ndf3 Ra8 Bg5 Nd4 Qd5 Qxf3 e3 Nf6 Qf7+ Kd8 Bxf6+ Kc8 Rg5 Bf8 Be7 b4 Bxf8 Ne2 Bg7 Ba6 Qf8+ Rxf8 a4 c6 Bh3 h5 Rxh5 Ng3 Bxf5 Qg2 Bh8 Qh2 e4 Rb8 Ra1 Nf1 Bg4 Rxf2 Bf6 Bb5 Bd8 Qxg1 Rg5 Ng3#,1rkB4/3p4/2p5/pbP1p1R1/Pp2P1BP/3P2n1/5r2/R3K1q1 w - - 2 44
Black,236,f3 a6 a4 Ra7 c3 e6 Kf2 Nc6 Ra2 g5 Qe1 Nge7 e3 Bh6 a5 Nd4 b4 Rg8 h4 b5 Ra1 Ra8 Ra3 Nxf3 Rb3 Nc6 Be2 Nxe1 d3 Bb7 Ra3 Ne5 Nf3 Nc2 Nxg5 Bf3 Bd1 Bd5 Ra1 Nc6 Nxf7 Rg7 e4 Kf8 Ne5 Bd2 Ra2 Bf4 Nf7 Rg8 Be3 Rg5 Bd4 Bc1 Ba7 Re5 Nd6 Qc8 Na3 cxd6 Rb2 Nxa3 Rd2 Nd4 Re2 Qxc3 Bb6 Qc7 exd5 Qa7 Rhe1 Bd2 Rf1 Nf3 Re3 Re8 Rfe1 Nc2 d4 Kg8 Rxf3 Kh8 Rh1 Re4 dxe6 Rd8 Bxc2 Bg5 Rf6 h6 Ra1 Re1 Be4 Re2+ Kf1 Bc1 d5 Bd2 Bb1 Bxb4 Bc5 h5 Bc2 Kg8 Rb1 Re8 Be4 Rb2 Kg1 Qb6 g3 Rg2+ Kxg2 Qc6 Rbf1 Re7 Bxb4 Kg7 Bf3 Qb6 Bc3 Qb8 Re1 Qa7 Rg6+ Kf8 Bxh5 Qb6 Bd4 Qd8 Bg7+ Kg8 Rf6 Rf7 Rxf7 Kh7 Rf4 Qg8 Rff1 Qb8 Kh3 Kxg7 Rf3 Kg8 Rg1 Qb6 Rf7 Qc6 Rf5 Qc7 Bd1 Kh7 Re5 Qb8 Rh5+ Kg6 Rg5+ Kh7 Rg6 Kxg6 Ba4 Qf8 Rc1 bxa4 Rc5 Qf4 Rc2 Qf5+ Kg2 a3 Rc4 Qf8 Rg4+ Kf6 Ra4 Kg6 Kh2 Qh8 e7 Qh5 e8=B+ Kf6 Kh1 Qg6 Kh2 Qg5 Rd4 Ke7 Rd3 Kxe8 Rd2 Qe3 Ra2 Qg1+ Kh3 Qb6 Re2+ Kd8 Rd2 Qb4 Ra2 Qb1 h5 Qe1 Kh2 Qd1 Kg2 Qxd5+ Kf1 Qe6 Kg1 Qh6 Kh1 d5 Rc2 Qd6 Kg1 Qf4 Rb2 Ke8 Rb4 Qc4 g4 Qxg4+ Kf2 Qg7 Ke3 Kf7 Kd2 Qg3 Rb1 a2 Rd1 Qg2+ Kc1 a1=Q#,8/3p1k2/p7/P2p3P/8/8/6q1/q1KR4 w - - 0 119
Black,320,d4 a6 c3 Nf6 a3 h6 d5 e6 g3 Ne4 Qb3 Bxa3 Nh3 Rg8 Qa2 Rh8 Nxa3 Nd6 Bg2 h5 Rb1 Ke7 Bh6 exd5 Bf3 Nb5 e4 dxe4 Bd1 Qg8 Nc4 gxh6 Qa1 Kf8 Na3 Qg7 Kf1 Nxa3 Nf4 c6 Qa2 e3 h3 Rg8 b4 Qf6 Ne2 Qxc3 Qd2 exd2 f3 Qc5 Rb2 Qc3 Rh2 Nb1 Nf4 Qf6 Ne6+ fxe6 b5 h4 Ke2 c5 Ba4 Qc3 g4 Kg7 Rh1 Qe3+ Kxe3 Nc6 Rf1 Nd8 Rc2 Nc3 b6 Kf6 Rb1 d6 Rd1 Ra7 Rcxd2 Rg6 Rg2 Ke5 g5 Nf7 Rdg1 Nd5+ Kd2 Kf5 Rh1 Nf6 Bb5 Nd7 Kc1 c4 Rgg1 hxg5 Rg3 Ke5 Rg4 axb5 Kd1 Nf6 Re1+ Kf5 Kc2 Nh7 Reg1 Nf6 Re4 Ra4 Rxc4 e5 Rg2 b4 Rc3 Ng8 Kd3 Nf6 Rc5 Rg7 Rb5 Nd8 f4 Rh7 fxe5 Kg6 Rg4 Kh5 Ra5 Bf5+ Re4 d5 Ra8 Rc7 e6 Ng8 Ra5 Rf7 e7 Ra2 Kd4 Bxh3 e8=Q Bg4 Re3 Rb2 Qxf7+ Kh6 Qd7 Rb1 Ra7 Kg6 Ra5 Bf3 Ra6 Bd1 Qb5 Rb2 Ra1 Nf7 Qxb4 Bc2 Re8 g4 Ra2 Rxb4+ Ke3 Rb5 Re5 Bd3 Re2 Bc2 Rd2 h3 Rg2 Ba4 Re6+ Kh7 Rb2 Ra5 Kd4 h2 Rb5 Kg7 Re1 Nd8 Kd3 Nc6 Re6 Na7 Re5 h1=B Re1 g3 Rb3 Bxb3 bxa7 Bf3 Rg1 Rb5 Kc3 Bc4 Rf1 b6 a8=B Kh6 Kd2 Kh5 Ke1 Kg6 Kd2 Kg7 Rf2 Kf6 Rg2 Kf5 Kc1 Rb1+ Kxb1 Ke6 Rc2 Bh1 Rd2 Bf3 Rd4 Bb5 Rd3 Kf7 Rd1 Nh6 Rc1 Bd7 Rc8 Kg7 Rc2 Bh1 Kb2 Be6 Rc6 Bg8 Rd6 d4 Bg2 Nf5 Rd5 Nh4 Kb1 Nf3 Kb2 Ne5 Kb1 Kf6 Rd6+ Kf5 Re6 Bxe6 Bd5 Bd7 Bf7 Nxf7 Kb2 Bb5 Ka2 Bhc6 Ka1 Kg5 Ka2 Kf5 Kb1 Ke5 Ka1 g2 Kb2 Kf5 Kc1 Ke4 Kd1 Bd3 Kc1 b5 Kd2 Nh6 Ke1 Bd7 Kd1 g1=R+ Kd2 Rg3 Ke1 Bb1 Ke2 Rg6 Ke1 Rg7 Kd1 Nf7 Kd2 Rh7 Ke1 Ke5 Kd2 Rg7 Kd1 Bg6 Ke1 Bh3 Kf2 Bd7 Kg2 Rg8 Kg3 Bd3+ Kh4 Rg6 Kh5 Rh6#,8/3b1n2/7r/1p2k2K/3p4/3b4/8/8 w - - 30 161
White,123,b4 e6 f4 a5 Ba3 a4 Nf3 Qg5 h4 Ra5 Nc3 Rd5 Ne5 Nh6 Nb5 Rc5 Nxc7+ Rxc7 Nd3 Rc5 g4 Qxg4 c4 Rxc4 Qc2 b6 Qxa4 Rc1+ Bxc1 Qg1 Qa3 e5 Nf2 Ng8 Ne4 Kd8 Rh2 Be7 Ng5 Bf6 Nxf7+ Kc7 Nxh8 Bd8 Qa7+ Bb7 Qxb8+ Kc6 Ba3 Kb5 Qxb7 Qh1 Qc8 Ka4 Qc4 Nh6 Qb3+ Kb5 Rxh1 Bxh4+ Kd1 d6 Rh3 Be7 Rh5 Ng8 Rh2 Nf6 Ng6 Kc6 fxe5 hxg6 d3 Ng8 Kc2 Bd8 Bg2+ Kb5 Ba8 Bf6 Rh8 dxe5 Rd1 Bh4 Bb2 Bg3 Ba3 g5 Ra1 Bh4 e4 Bg3 Kd1 Bh4 Rxg8 g4 Qa4+ Kxa4 Kd2 g3 Bb2 g2 Re8 Be1+ Rxe1 g1=Q Re2 b5 Rf8 Qf2 Bxe5 Qf6 Rxf6 Ka3 Kc2 g5 Rf7 Kxb4 Rh7 Ka5 Bd4 Ka6 Ra7#,B7/R7/k7/1p4p1/3BP3/3P4/P1K1R3/8 b - - 5 62
Black,86,g3 g5 Bg2 f5 c3 h5 Nf3 h4 d4 hxg3 e3 gxh2 Nxg5 e6 Nxe6 dxe6 Rf1 Nc6 Bh3 Bh6 Qg4 Nxd4 a3 Bd7 Qg2 Bf4 Kd1 Kf7 Qxg8+ Qxg8 f3 Rb8 Re1 Rh6 c4 Rh7 Bf1 Bg5 b3 Bf6 exd4 Qg5 Be3 Rh6 Nd2 Re8 b4 Qg4 Ne4 Re7 d5 Qf4 c5 a5 Rb1 Re8 Ng5+ Kg6 Nh7 Rg8 Ng5 Ra8 a4 h1=Q Bh3 axb4 Bc1 Bb5 Rb2 Qfxf3+ Kd2 Bd4 Rg1 Ra7 Rf1 Kxg5 Rb3 Qhxf1 Ba3 Q1d3+ Kc1 Bg1 Bg2 Qdf1+ Kd2 Q1d1#,8/rpp5/4p2r/1bPP1pk1/Pp6/BR3q2/3K2B1/3q2b1 w - - 8 44
White,117,h3 Nc6 b4 h6 Na3 d5 Nf3 g5 Nd4 Nb8 g3 Be6 Nab5 g4 c4 h5 Ba3 Bg7 Nd6+ Qxd6 b5 Nd7 c5 f6 Qc1 gxh3 Qd1 b6 Bc1 a6 Bb2 a5 Qc2 Ra7 Qc1 Nf8 Nxe6 a4 e3 c6 Nxf8 Qf4 exf4 a3 Ke2 h4 Qd1 Ra5 Kd3 Rh7 Ke3 bxc5 Qg4 Rh8 d4 Kf7 b6 Kxf8 Kd2 Ke8 Ke2 Rh5 Qxh3 Kf7 Qc8 Ra8 Ke1 c4 Rh2 Rh7 Qh3 Rb8 Qg4 hxg3 Bc1 Bf8 Qf3 Rb7 Ke2 Rh3 Rh1 Rxh1 Ke3 Rxf1 Qe4 Rb8 Bxa3 Rc8 Bxe7 Rg1 Qg2 Re8 Qh2 Kxe7 Qh6 Kd8+ Kd2 Rg2 Rc1 Ba3 Qg6 Be7 Rc3 gxf2 Rg3 Kd7 Kc2 Bd6 Qf5+ Kd8 Rg7 c3 Kxc3 Bc7 Qe6 f1=N bxc7#,3kr1n1/2P3R1/2p1Qp2/3p4/3P1P2/2K5/P5r1/5n2 b - - 0 59
White,323,f3 d5 Kf2 Na6 g4 Be6 Kg3 f5 Na3 Bf7 b4 b6 gxf5 Bh5 Kh3 b5 Bg2 e5 f6 c6 Nc4 c5 f4 Rb8 Bf3 g5 Na5 h6 fxg5 Kf7 d4 Be7 Kg2 e4 Bf4 Qb6 Be5 Rb7 Qd3 Nxf6 a3 Rbb8 bxc5 Qe6 Qd2 Nc7 Rf1 Rbc8 Ra1 Ke8 Kf1 Kd8 Rd1 Qxe5 Nc4 Kd7 Nb6+ Ke8 e3 a6 h3 Qxg5 Rh2 Bxc5 Rb1 Qg6 h4 Bxb6 Bxh5 Bxd4 Rxb5 Na8 Rb2 Kd7 Rg2 Rc5 Be2 Qg8 Bh5 Ke7 Qc1 Bxe3 Rb3 Bd2 a4 Qf7 Rg4 a5 Rd3 Rc7 Re3 Rcc8 Qb2 Kd8 Rd3 Qd7 Qe5 Re8 c4 Qb7 Ne2 e3 Qf5 Nh7 Bg6 Be1 Rg3 Bf2 Rg2 Qg7 Ra3 Rg8 Ng1 Qa1+ Rxa1 dxc4 Nf3 Rc7 Ne5 Re8 Qg4 Rf8 Qh3 Rb7 Rb1 e2+ Kxe2 Re7 Be4 h5 Qh1 Nc7 Ra1 Bb6 Rgg1 Rf5 Bd5 Nxd5 Rgb1 Ne3 Ng4 Nf8 Qc1 Rg7 Qf1 Ke8 Rxb6 c3 Qf3 Nd5 Rd1 Rxf3 Re1 Ra7 Re6+ Ne7 Re4 Rd7 Rc4 Rdd3 Nh2 Neg6 Rb1 Nf4+ Rxf4 Ng6 Rg1 Rh3 Rgf1 Rde3+ Kd1 Nh8 Re4+ Kd8 Rf5 Rxh4 Rxh4 Re2 Rg5 Rc2 Rgg4 Kc7 Rxh5 Kd8 Rg3 Nf7 Rg8+ Kd7 Rhg5 Kc7 R8g7 Kd6 R7g6+ Kc7 Re5 Kd8 Reg5 Ne5 Rc6 Ng4 Kxc2 Ne5 Rh5 Nd7 Rch6 Ke7 Rh3 Kf8 Kd1 Nb6 R3h4 Kg8 Rf6 c2+ Kd2 c1=B+ Ke2 Kg7 Rh8 Bh6 Rg6+ Kf7 Rd6 Nc4 Ra6 Bc1 Kf2 Nb6 Ke2 Nc4 Ng4 Bf4 Rb6 Bb8 Rb3 Bf4 Rhb8 Bg3 R8b5 Bh4 R3b4 Nd2 Nh2 Bd8 Ke3 Nf1+ Nxf1 Bc7 Rb3 Kg6 Ra3 Bd6 Nd2 Kf6 Rd3 Bg3 Rbb3 Kf5 Rd6 Bh4 Rd4 Kg5 Rbd3 Kf5 Re4 Kg6 Re7 Kh5 Rc7 Be7 Rcd7 Kg5 Kf3 Bb4 Rb7 Kh6 Ra7 Bf8 Ra6+ Bd6 Ra8 Bf4 Nb3 Kh7 Rxa5 Kg6 Kf2 Bb8 Rh5 Kf7 Re5 Ba7+ Kf1 Kf6 Ree3 Bc5 Nd2 Ba3 Nb1 Bc1 Rd6+ Kf7 Re4 Kf8 Rde6 Bf4 Nc3 Kg7 Nd1 Bh6 Rg4+ Bg5 Re7+ Kh8 Kg2 Be3 Rd4 Bc1 a5 Bb2 Rdd7 Bd4 Rd8#,3R3k/4R3/8/P7/3b4/8/6K1/3N4 b - - 4 162
Black,34,b3 c5 Na3 b6 f3 h5 Kf2 Qc7 h3 Qh2 d4 d6 Qd2 Be6 Nb5 g5 Nc7+ Kd7 d5 Kd8 Nxa8 f5 Qb4 Ke8 Bf4 Nh6 Bxg5 f4 Re1 Rg8 Bf6 Kf7 Bd4 Qg3#,Nn3br1/p3pk2/1p1pb2n/2pP3p/1Q1B1p2/1P3PqP/P1P1PKP1/4RBNR w - - 6 18
Black,184,f4 Nh6 g3 Rg8 Na3 c5 Nb1 b5 Bh3 b4 e3 e5 Qe2 e4 Qg4 Be7 Qg6 Qc7 Qxh7 Bd6 d3 Qb7 Be6 dxe6 Nd2 Nc6 Nb1 f6 Qxe4 c4 Qd5 cxd3 Qe4 Qf7 c3 Ne5 Ne2 Nf3+ Qxf3 Qf8 g4 Nxg4 a3 Nxh2 Qh5+ Kd7 Rg1 Bc7 e4 g6 Qh4 bxc3 Qg3 a6 Qg2 Kd6 Bd2 cxb2 Ra2 Kc5 Kf2 e5 fxe5 Kb5 Bg5 Qe8 Bc1 Qf7 Nd2 Qe7 Nb3 Bb8 Bf4 Nf3 Be3 dxe2 Bf4 Rh8 Bd2 Bg4 Bc3 Bh5 Nd2 b1=N Qg5 Nd4 Qh6 Qe6 Ra1 Nc2 Rgxb1+ Qb3 Nf3 Rd8 Bd2 Ra7 Rxb3+ Kc5 Bb4+ Kb5 Qf8 e1=B+ Kg2 Bh4 Nd2 Rxf8 Rc1 g5 e6 Bg4 Nf1 Ne1+ Kh1 Bf5 Rc2 Kb6 Rf2 Kc6 Bxf8 Bh2 Rb4 Ra8 a4 a5 e7 Bg4 Rf3 f5 e8=N Ra7 Ne3 Ra8 Rg3 Ng2 Bg7 Rc8 Nd5 Bg1 Rbb3 Ba7 Nd6 Be3 Ne8 Kd7 Nd6 Rc4 Rb5 Rc6 Nc3 Rc7 Rb6 Bd1 Bh6 Bxa4 Rb2 Rc5 Rb3 f4 Rb7+ Ke6 Na2 Bxg3 Bg7 Rc2 Rd7 Kxd7 Bf8 Bc5 Nf5 Be7 Nc1 Ke6 Bh6 Bc5 Nd4+ Ke7 Nf5+ Kf6 Ne7 Ke6 e5 Nh4 Nf5 Bc6#,8/8/2b1k2B/p1b1PNp1/5p1n/6b1/2r5/2N4K w - - 3 93
Black,140,d4 Nf6 Nf3 d6 Ng1 Na6 g4 Nxg4 f3 Nxh2 Be3 d5 Qc1 Bf5 Bg5 Bd7 Qd1 g6 Bd2 c5 Bh3 Ng4 dxc5 h5 Bf4 g5 Kf1 Qa5 Qc1 Qc7 c6 Nh6 Bd6 Be6 cxb7 h4 Qe3 Qb8 Qc1 f5 Bxf5 Bc8 Bd7+ Bxd7 Qe3 Bh3+ Nxh3 Nc5 Na3 Ng4 Rb1 Nxe3+ Kg1 Rh7 c4 Nb3 Bxb8 Kd7 Nb5 Nd2 Na3 d4 b4 Rh5 Nb5 Nef1 bxa8=B Ke6 Bf4 Rh7 a3 Kd7 Kg2 Rh5 Bb7 e6 Rb3 Ne3+ Kf2 Rh7 Rc1 a6 a4 Nd5 Na7 Nc3 Rc2 Bxb4 Bxd2 Kd8 Rb1 Nb5 Be4 Bxd2 Bc6 Rh5 Bxb5 Rh6 Rcb2 Rf6 Bc6 Rf7 Ng1 Be1+ Kxe1 Rf6 Bd7 h3 Kf2 Rf5 Rc1 Rf6 Rcc2 a5 Bc8 h2 c5 h1=Q c6 Rf8 Rb8 e5 Be6+ Kc7 Rc8+ Rxc8 Nxc8 g4 e4 d3 Nd6 d2 Nf7 d1=Q Ke3 Qdxg1+ Kd2 Qxf3 Nd6 Qfe3#,8/2k5/2PNB3/p3p3/P3P1p1/4q3/2RK4/6q1 w - - 2 71
White,181,f3 b5 a4 h5 c3 Nc6 axb5 a6 c4 Rh6 e3 Nb4 Ne2 Nc6 Nd4 Rb8 Bd3 Nf6 bxc6 d6 h4 g5 hxg5 Rb6 Nf5 Rb3 g3 Nd5 Ra4 Nf4 Ra1 Rb4 Ra4 Nh3 Ra2 Re6 Kf1 Bg7 Rh2 Rh6 Qc2 Rb3 Ra5 Rg6 Rxh3 Bd7 f4 Re6 e4 Rb4 Qd1 Rb5 b4 Ba1 Qa4 Rf6 Ke1 Kf8 Qa3 Be8 Qxa1 Qc8 Nh4 Rxf4 Nf3 Rb7 Rb5 Rf6 Qa5 Qd8 Rh1 e5 Ke2 Rf5 Ng1 Ke7 Qa3 h4 Rd5 Rf2+ Kxf2 hxg3+ Kf1 f5 Nf3 g2+ Kxg2 a5 Kg3 Ra7 Rh2 axb4 Rxe5+ Kf8 Nh4 Kg7 Kf3 Ra5 Rf2 Bxc6 Qc3 d5 Qa3 Qb8 Re7+ Kh8 g6 Qb7 Re5 Ra4 Ng2 Kg8 g7 Qb6 Rxf5 Ra8 cxd5 Kh7 Qxb4 Kh6 Qc4 Ba4 Kg4 Qb4 Ba3 c6 g8=N+ Kh7 R2f3 Rc8 Bc2 Qf8 Qe2 Bxc2 Kg5 Qf7 Bc1 Bxb1 Kf4 Rc7 Ke3 Bd3 Kf2 Qd7 d6 Kg7 Rh3 Bxe4 Rc5 Bg6 Qe1 Bb1 Re3 Bc2 Re8 Bd3 Qe5+ Kg6 Nf6 Ba6 Ra8 Qg4 Ke1 Qc4 Rd8 Bb7 Rf8 Qg8 Qe7 Qa2 Nf4+ Kh6 N6h5 Qa6 Qh4 Rh7 d7 Rh8 d8=R Qa7 Rxh8#,3R3R/qb6/2p4k/2R4N/5N1Q/8/3P4/2B1K3 b - - 0 91
Black,82,d4 Nc6 d5 Nf6 c3 Nb8 Bg5 Nh5 Bf4 a6 Bg5 Rg8 Kd2 c6 a3 a5 f4 e5 Qc1 Nxf4 g4 Nxd5 Nh3 Bc5 Qd1 Nb6 a4 Bg1 Ra2 f6 Kd3 h6 Bc1 Ra7 Be3 Ra8 Bd4 Be3 Nf4 Bf2 Be3 Ra7 Qc1 Ra8 h4 h5 Ne6 e4+ Kxe4 Na6 Bh3 Rh8 gxh5 Bxh4 Nc7+ Kf8 Nd2 Nb4 Ne6+ Ke8 Bg5 Qe7 Qa1 Be1 Kd4 Rxh5 Nc7+ Kf7 Qc1 Qxe2 Rxe1 Ra7 Qb1 d6 Bf5 fxg5 Nc4 Bxf5 Rf1 Rh4+ Qe4 Qd3#,8/rpN2kp1/1npp4/p4bp1/PnNKQ2r/2Pq4/RP6/5R2 w - - 4 42
Black,46,e3 b5 h4 b4 Bb5 b3 Nc3 e6 f4 Qxh4+ Kf1 Qh6 cxb3 g5 Be2 Ba3 g4 Kd8 e4 e5 Kg2 Qxh1+ Kf2 Nf6 f5 Rf8 Nb5 a5 Qf1 Qh2+ Ke3 Nc6 Qf2 Qg2 Bf1 Nxg4+ Kd3 d6 Kc4 Qf3 Nc3 Ba6+ Kd5 Qe3 Bg2 Nb4#,r2k1r2/2p2p1p/b2p4/p2KpPp1/1n2P1n1/bPN1q3/PP1P1QB1/R1B3N1 w - - 8 24
White,115,g4 f5 e3 d6 f4 h6 c3 Qd7 Be2 g6 a3 Nc6 c4 e5 b3 Qd8 b4 fxg4 fxe5 h5 Bb2 g5 Bxg4 Nd4 h4 a6 Bxc8 Nb5 Ne2 Nc3 Bh3 a5 Bxc3 Ra6 Bg2 Qb8 Ra2 Kd8 d4 Rh6 Nd2 dxe5 Nf3 Ke8 Ng3 a4 d5 c6 Bd4 Be7 Ba1 Kf8 Qc1 Qa7 Qb1 Rd6 Nxh5 e4 Rd2 Qc5 O-O Qxc4 Ng7 Rf6 Nh5 Rg6 Bc3 b5 Nh2+ Bf6 Rf3 exf3 Qf1 Bd8 Be5 Nh6 dxc6 Qf7 Bg7+ Ke8 Qe1 Bb6 Rd6 Qd5 Rxd5 g4 Qa1 Rd6 Rc5 Ra5 Nf6+ Kf7 Nfxg4 Ra7 Nxh6+ Ke7 Qb1 Rad7 Bc3 Rd8 Bf6+ Kxf6 Kf2 R6d7 Bh3 Rd6 Rc4 Rd2+ Kg1 Bc7 Qg6+ Ke5 Kf1 Rc8 Qe6#,2r5/2b5/2P1Q2N/1p2k3/pPR4P/P3Pp1B/3r3N/5K2 b - - 13 58
