Winner,Move Count,Moves,Final Position
White,43,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 d5 Bd3 Bd6 Be3 Be6 Nxe5 Bxe5 f3 Bd7 dxe5 Nxe4 fxe4 f6 Nxd5 fxe5 c3 Qh4+ Kf1 O-O+ Nf6+ Qxf6+ Kg1 Qf2+ Bxf2 Be6 Bxa7 Rf1+ Qxf1 Rf8 Qxf8+ Kxf8 Bc5+ Kf7 Rf1+ Kg8 Rf8#,5Rk1/1pp3pp/2n1b3/2B1p3/4P3/2PB4/PP4PP/6KR b - - 5 22
Black,52,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 d5 Bd3 Bd6 Be3 Be6 b4 Nxe4 Bxe4 f6 Bxd5 Bxd5 Nxd5 Nxd4 Qxd4 c6 Qxe5+ fxe5 c3 cxd5 Nxe5 Bxe5 f3 Bxc3+ Kf1 O-O Re1 Rxf3+ Kg1 Rg3 Bxa7 Rxg2+ Kf1 Rxh2 Rb1 h6 Bb6 Rxh1+ Bg1 Qe8 Re1 Qxe1+ Kg2 Rxa2+ Kxh1 Qe4#,6k1/1p4p1/7p/3p4/1P2q3/2b5/r7/6BK w - - 1 27
Black,32,Nf3 Nf6 h3 Nc6 g4 e5 Nc3 d5 e4 Bd6 d4 Be6 Bd3 Nxe4 Bxe4 f6 Be3 dxe4 Nxe5 fxe5 f3 Nxd4 Qxd4 c6 fxe4 exd4 Bxd4 Qh4+ Kf1 O-O+ Bf2 Qxf2#,r4rk1/pp4pp/2pbb3/8/4P1P1/2N4P/PPP2q2/R4K1R w - - 0 17
Black,122,Nf3 Nh6 Nc3 Nc6 e4 Nf5 d4 e5 Bd3 d5 Be3 Nfxd4 Nxe5 Nxe5 Bxd4 Nxd3+ cxd3 f6 Kf1 c6 f3 Bd6 Nxd5 cxd5 exd5 Be6 Qe2 Bg3 Qxe6+ Kf8 Rg1 Qxd5 Qxf6+ gxf6 Bc5+ Bd6 Bxd6+ Qxd6 Re1 Qxd3+ Re2 Qxe2+ Kxe2 Re8+ Kf1 Rb8 Rh1 Kg8 Kg1 Rf8 Kf1 Re8 Kg1 Re1+ Kf2 Re2+ Kxe2 Kf8 Kf1 Kg8 Kg1 Kf8 Kf1 Kg8 Kg1 Kf8 Kf1 a6 Kg1 Kg8 Kf1 a5 Kg1 a4 Kf1 Kf8 Kg1 Kg8 Kf1 b6 Kg1 b5 Kf1 b4 Kg1 b3 Kf1 bxa2 Kg1 a1=R+ Kf2 Rf1+ Kxf1 Kf8 Ke1 Kg8 Rf1 Kf8 Rf2 Kf7 Kf1 Kf8 Kg1 Kg8 Re2 Kf8 Re8+ Kxe8 Kh1 Rf8 Kg1 Rf7 Kh1 Kf8 Kg1 Kg8 Kh1 Rf8 Kg1 Re8 Kh1 Re1#,6k1/7p/5p2/8/p7/5P2/1P4PP/4r2K w - - 14 62
White,45,Nf3 Nf6 Nc3 Nc6 e4 e5 Nb5 d5 Nd6+ cxd6 c4 Be6 cxd5 Nxd5 Ng5 f6 Nxe6 Be7 exd5 Rf8 dxc6 Rc8 cxb7 d5 d4 exd4 Nxd4 Qa5+ Ke2 Qe1+ Kxe1 Bd6 bxc8=R+ Kf7 Rxf8+ Kxf8 f3 Kg8 Bd3 Bxh2 Qb3 Bd6 Qxd5+ Kh8 Rxh7#,7k/p5pR/3b1p2/3Q4/3N4/3B1P2/PP4P1/R1B1K3 b - - 0 23
White,33,f3 Nf6 Kf2 Nc6 Nc3 e5 e4 Nxe4+ fxe4 Bc5+ d4 f6 Nf3 Bd6 Bd3 Nxd4 Nxd4 exd4 Be3 dxe3+ Ke2 c6 Kf1 O-O Bc4+ Rf7 Bxf7+ Kh8 Qxd6 Rb8 Be6 dxe6 Qxd8#,1rbQ3k/pp4pp/2p1pp2/8/4P3/2N1p3/PPP3PP/R4K1R b - - 0 17
Black,36,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 d5 Bd3 Bd6 Be3 Be6 Nxe5 Bxe5 Rg1 Nxe4 Bxe4 f6 f3 dxe4 fxe4 Qxd4 Qxd4 Nxd4 Bxd4 c6 Bxe5 fxe5 O-O-O O-O Rd8 Raxd8 Rf1 Rxf1+ Nd1 Rdxd1#,6k1/pp4pp/2p1b3/4p3/4P3/8/PPP3PP/2Kr1r2 w - - 0 19
White,35,Nf3 Nf6 Nc3 Nc6 e4 e5 Nxe5 Nxe5 g4 d5 d4 Bf5 dxe5 Bxe4 exf6 c6 fxg7 Bxg7 Qxd5 Bxc3+ Bd2 cxd5 Bxc3 f6 f3 O-O fxe4 dxe4 Bc4+ Qd5 Bxd5+ Rf7 Bxf7+ Kh8 Bxf6#,r6k/pp3B1p/5B2/8/4p1P1/8/PPP4P/R3K2R b KQ - 0 18
Black,52,Nf3 Nf6 Nc3 Nc6 a4 e5 e4 d5 g3 Bd6 d4 Be6 Bd3 Nxe4 Bxe4 f6 Be3 dxe4 Nd5 Bxd5 c3 exf3 dxe5 fxe5 Qd2 O-O Qxd5+ Rf7 Ra2 Rc8 Qxf7+ Kxf7 O-O Kg8 Bxa7 Qf6 Bd4 Nxd4 cxd4 c6 dxe5 Qe6 exd6 Qxd6 Raa1 Qd4 Rae1 Qxb2 Re8+ Rxe8 Ra1 Qxa1#,4r1k1/1p4pp/2p5/8/P7/5pP1/5P1P/q5K1 w - - 0 27
Black,42,h3 Nf6 Nf3 Nc6 Nc3 e5 e4 d5 d4 Bd6 Bd3 Be6 Ng1 Nxe4 Nf3 Nxc3 bxc3 f6 Be3 Nxd4 cxd4 c6 c3 exd4 cxd4 Qa5+ Kf1 Qxa2 Rxa2 O-O Rxa7 Rxa7 Bxh7+ Kh8 Be4 dxe4 Kg1 exf3 Qxf3 Ra1+ Qd1 Rxd1#,5r1k/1p4p1/2pbbp2/8/3P4/4B2P/5PP1/3r2KR w - - 0 22
Black,42,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 d5 Bd3 Bd6 Be3 Be6 a4 Nxe4 Bxe4 f6 Bxd5 Bxd5 Nxd5 Nxd4 Qxd4 c6 Qxe5+ fxe5 c3 cxd5 Nxe5 Bxe5 f3 Bxc3+ Kf1 Bxb2 Re1 Be5 Bxa7 O-O Bd4 Rxf3+ Kg1 Bxd4+ Re3 Bxe3#,r2q2k1/1p4pp/8/3p4/P7/4br2/6PP/6KR w - - 0 22
White,55,Nf3 Nf6 d3 Nc6 Nc3 e5 e4 d5 Be3 Bd6 Nxe5 Bxe5 f3 Bxc3+ bxc3 Be6 exd5 Qxd5 Be2 Qxa2 Rxa2 O-O Rxa7 Rxa7 Bc1 Re8 Be3 Rf8 O-O Re8 d4 Nxd4 Qc1 Bh3 cxd4 Bxg2 c3 Bxf3 Bxf3 c6 Bxc6 h5 Rxf6 Rxe3 Qxe3 Ra1+ Rf1 Rxf1+ Kxf1 f6 Bd5+ Kh8 Qe8+ Kh7 Qxh5#,8/1p4pk/5p2/3B3Q/3P4/2P5/7P/5K2 b - - 0 28
White,51,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 Rg8 Bd3 d5 Be3 Bd6 Nxe5 Bxe5 f3 Be6 dxe5 Nxe4 fxe4 f6 Nxd5 Nxe5 Nxf6+ Kf8 c3 Qxf6 Bc5+ Qe7 O-O+ Nf3+ Qxf3+ Ke8 Qf7+ Qxf7 Rxf7 c6 Rxg7 Bd7 Rxg8+ Kf7 Rf1+ Kxg8 Rf8+ Rxf8 Bc4+ Be6 Bxe6+ Rf7 Bxf7+ Kh8 Bd4#,7k/pp3B1p/2p5/8/3BP3/2P5/PP4PP/6K1 b - - 2 26
White,83,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 Rb8 Bd3 d5 Rb1 Bd6 Be3 Be6 Nxe5 Bxe5 f3 Nxe4 fxe4 Nxd4 Bxd4 f6 Rc1 c6 Bxe5 fxe5 Nxd5 cxd5 c3 dxe4 Bxe4 Qxd1+ Kxd1 Rd8+ Ke1 Rd1+ Kxd1 O-O Bxh7+ Kh8 Be4 Rd8+ Ke1 Rd1+ Kxd1 Kg8 Bxb7 Bxa2 Bd5+ Bxd5 Rf1 Bf3+ Rxf3 e4 Rf8+ Kxf8 b4 Kg8 g4 Kh8 Rc2 Kg8 Rf2 Kh8 Rf8+ Kh7 Rh8+ Kxh8 Kc1 Kg8 Kb1 Kh8 g5 Kg8 g6 Kh8 b5 Kg8 b6 a6 b7 a5 b8=Q#,1Q4k1/6p1/6P1/p7/4p3/2P5/7P/1K6 b - - 0 42
White,37,Nf3 Nf6 d3 Nc6 Nc3 e5 e4 d5 Be3 Bd6 Nxe5 Bxe5 f3 Bxc3+ bxc3 Be6 exd5 Qxd5 Be2 Qxa2 Rxa2 Bd5 Rxa7 O-O g4 Rxa7 O-O Bxf3 Bxf3 Re8 Bxc6 Rxe3 Rxf6 Re1+ Qxe1 bxc6 Qe8#,4Q1k1/r1p2ppp/2p2R2/8/6P1/2PP4/2P4P/6K1 b - - 1 19
Black,46,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 d5 Rb1 Ke7 Nxd5+ Qxd5 c3 Qxe4+ Be3 Qxe3+ fxe3 Be6 Bd3 Nxd4 Kd2 Nxf3+ Qxf3 c6 Qxf6+ Kxf6 Rhf1+ Ke7 Rxf7+ Kxf7 Rf1+ Kg8 Bxh7+ Rxh7 Rxf8+ Rxf8 Kc1 c5 e4 Rxh2 Kb1 Rxg2 Kc1 Re2 b4 Rf1#,6k1/pp4p1/4b3/2p1p3/1P2P3/2P5/P3r3/2K2r2 w - - 1 24
Black,42,e4 Nf6 Nf3 Nc6 Nc3 e5 d4 d5 Bd3 Ng8 Be3 Nf6 Nxe5 Nxe5 dxe5 c6 Be2 Bd6 exf6 Be6 fxg7 f6 Qxd5 cxd5 f3 Qd7 Nxd5 Bxd5 c3 Rc8 exd5 Qxg7 Bb5+ Rc6 Bxc6+ Kf8 Bxb7 Qxg2 Bc6 Qxb2 O-O Qxh2#,5k1r/p6p/2Bb1p2/3P4/8/2P1BP2/P6q/R4RK1 w - - 0 22
White,55,Nf3 Nf6 Nc3 Nc6 e4 Nd4 Nxd4 e5 g3 exd4 Qe2 dxc3 dxc3 d5 h4 c6 exd5+ Be6 Qxe6+ fxe6 f3 Ba3 Bd3 Bxb2 Be3 Bxc3+ Kf1 Nh5 dxe6 Nf6 Re1 Qxd3+ cxd3 O-O d4 Bxd4 Bxd4 Rab8 Bxf6 Rxf6 Kg1 Rxe6 Rxe6 Rf8 Rxc6 Rxf3 Rc8+ Rf8 Rxf8+ Kxf8 Rh2 Kg8 Rf2 Kh8 Rf8#,5R1k/pp4pp/8/8/7P/6P1/P7/6K1 b - - 5 28
Black,42,c3 Nf6 Nf3 Nc6 e4 e5 d4 d5 Nbd2 Bd6 Nc4 Nxe4 Nxd6+ cxd6 a3 f6 Bd3 Be6 Bxe4 dxe4 Be3 exf3 dxe5 h5 Qxd6 fxg2 Qxc6+ bxc6 f3 fxe5 Rf1 gxf1=R+ Kxf1 Qd3+ Kg2 Qxe3 Kh1 Qxf3+ Kg1 Qe3+ Kh1 Bd5#,r3k2r/p5p1/2p5/3bp2p/8/P1P1q3/1P5P/R6K w kq - 4 22
White,35,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 d5 Bd3 Bd6 Be3 Be6 Nxe5 Bxe5 f3 Nxe4 fxe4 f6 dxe5 fxe5 Nxd5 a6 Bxa6 Qxd5 Bxb7 Qxd1+ Rxd1 Rxa2 Bxc6+ Kf8 O-O+ Kg8 Bb7 Bd5 Bxd5#,6kr/2p3pp/8/3Bp3/4P3/4B3/rPP3PP/3R1RK1 b - - 0 18
White,49,Nf3 Nc6 Nc3 Nf6 d4 e5 e4 d5 a3 Bb4 Bd3 Bxc3+ Bd2 Bxd4 c3 Be6 cxd4 Nxe4 Bxe4 f6 Bxd5 Qxd5 Nxe5 Qxe5+ dxe5 fxe5 f3 Kf8 Bb4+ Kg8 Bd6 cxd6 Qxd6 Rf8 Qxe6+ Rf7 Qxf7+ Kxf7 O-O Kg8 Rae1 Nd4 Rxe5 b5 Rd5 Nxf3+ Rxf3 b4 Rd8#,3R2kr/p5pp/8/8/1p6/P4R2/1P4PP/6K1 b - - 1 25
White,49,Nf3 Nf6 Nc3 Nc6 Ne4 Nb4 Nxf6+ exf6 e4 Nd3+ cxd3 d5 exd5 Qxd5 Qe2+ Be6 Qxe6+ fxe6 Be2 Qxf3 Bxf3 c6 Bxc6+ bxc6 f3 a6 O-O Bc5+ d4 Bxd4+ Rf2 Be3 dxe3 O-O Bd2 a5 Bc1 Rae8 Bd2 e5 Bc3 Rf7 Bxe5 fxe5 Raf1 Rxf3 Rxf3 Rf8 Rxf8#,5Rk1/6pp/2p5/p3p3/8/4P3/PP4PP/5RK1 b - - 0 25
White,41,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 d5 Bd3 Bd6 Ng5 Be6 Nxe6 fxe6 f3 Nxe4 fxe4 Nxd4 Be3 c6 Bxd4 exd4 Nxd5 exd5 Rg1 dxe4 c3 Ba3 cxd4 Bxb2 Bxe4 Bxd4 Bxc6+ Kf8 Qxd4 Qxd4 Rf1+ Qf2+ Rxf2+ Kg8 Bd5#,r5kr/pp4pp/8/3B4/8/8/P4RPP/R3K3 b Q - 2 21
White,31,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 d5 Bd3 Bd6 Be3 Be6 Nxe5 Bxe5 f3 Nxe4 fxe4 Bf5 dxe5 Bxe4 Bxe4 f6 Qxd5 Qxd5 Bxd5 fxe5 Bxc6+ Kf8 O-O+ Kg8 Bd5#,r5kr/ppp3pp/8/3Bp3/8/2N1B3/PPP3PP/R4RK1 b - - 4 16
Black,108,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 d5 Bd3 Bd6 Be3 Be6 Nxe5 Bxe5 f3 Nxe4 fxe4 f6 dxe5 fxe5 Nxd5 Qxd5 c3 Qxd3 Qxd3 O-O O-O-O Bh3 Qd5+ Be6 Qd7 Rae8 Qxg7+ Kxg7 Rd7+ Rf7 Rxf7+ Kxf7 Rf1+ Kg8 Rf8+ Rxf8 Bxa7 Rf1+ Kd2 Rf2+ Bxf2 Bxa2 Bd4 Nxd4 cxd4 c6 dxe5 Be6 Kc1 Bd5 exd5 cxd5 Kb1 d4 Kc1 d3 Kb1 Kh8 h3 h6 h4 Kg8 h5 Kh8 Kc1 Kh7 Kb1 Kg8 Kc1 Kh8 Kb1 Kg8 Kc1 Kh8 Kb1 Kg8 Kc1 Kh8 Kb1 Kg8 Kc1 b6 Kb1 b5 Kc1 b4 Kb1 b3 Kc1 Kh8 Kb1 Kg8 Kc1 Kf7 e6+ Kg8 Kb1 Kh8 Kc1 d2+ Kb1 d1=Q#,7k/8/4P2p/7P/8/1p6/1P4P1/1K1q4 w - - 0 55
White,53,Nf3 b5 Nc3 Nf6 Ne5 Nc6 Nxc6 dxc6 e4 e5 d4 Qxd4 Qxd4 Bd6 Qxe5+ Be6 Qxe6+ fxe6 f3 Nxe4 fxe4 O-O Bd3 Rf1+ Rxf1 Rf8 Rxf8+ Kxf8 Be3 e5 O-O-O Kg8 Bc4+ bxc4 Rxd6 cxd6 Bxa7 d5 Bd4 exd4 b4 dxc3 exd5 cxd5 Kb1 d4 b5 Kh8 b6 Kg8 b7 Kh8 b8=Q#,1Q5k/6pp/8/8/2pp4/2p5/P1P3PP/1K6 b - - 0 27
Black,48,Nf3 Nf6 Nc3 Nc6 Na4 e5 b3 d5 Nc3 Nd7 e4 Nf6 d4 Bd6 Bd3 Be6 Be3 Nxe4 Bxe4 f6 Bxd5 Bxd5 Nxd5 Nxd4 Qxd4 c6 Qxe5+ fxe5 c3 cxd5 Nxe5 Bxe5 f3 Bxc3+ Kf1 O-O g3 Rxf3+ Kg1 Rxg3+ Kf1 Rxe3 Re1 Rxe1+ Kg2 Qg5+ Kf2 Rf8#,5rk1/pp4pp/8/3p2q1/8/1Pb5/P4K1P/4r2R w - - 4 25
White,37,b3 Nf6 Nf3 Nc6 Nc3 Ne5 Nxe5 g5 e4 d5 d4 e6 f3 c6 Bd3 Bd6 Be3 Bxe5 dxe5 Nxe4 fxe4 f6 Nxd5 exd5 c3 fxe5 exd5 cxd5 Qg4 Be6 Qxe6+ Kf8 O-O+ Qf6 Qxf6+ Kg8 Qxg5#,r5kr/pp5p/8/3pp1Q1/8/1PPBB3/P5PP/R4RK1 b - - 0 19
Black,42,Nf3 Nf6 Nc3 Nc6 e4 e5 Bd3 d5 Nxe5 Nxe5 f3 Nxd3+ cxd3 c6 Nxd5 cxd5 exd5 Qxd5 Qe2+ Be6 Qxe6+ fxe6 O-O Bc5+ Kh1 Qxa2 Rxa2 O-O Rxa7 Rxa7 d4 Bxd4 d3 Bxb2 d4 Bxd4 Be3 Bxe3 Rf2 Ra1+ Rf1 Rxf1#,5rk1/1p4pp/4pn2/8/8/4bP2/6PP/5r1K w - - 0 22
Black,46,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 d5 Bd3 Nxd4 Nxd4 exd4 f3 dxc3 Be3 cxb2 c3 c6 exd5 cxd5 Qa4+ Qd7 Qxd7+ Bxd7 O-O Bd6 Rae1 Bxh2+ Kh1 Bd6 Bxa7+ Be6 Rxe6+ fxe6 Bd4 Rxa2 Bxf6 O-O Bxh7+ Kh8 Bxg7+ Kxg7 Be4 dxe4 fxe4 Rxf1#,8/1p4k1/3bp3/8/4P3/2P5/rp4P1/5r1K w - - 0 24
White,45,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 d5 Bd3 Bd6 Be3 Be6 Nxe5 Bxe5 f3 Nxe4 fxe4 f6 dxe5 fxe5 Ba6 dxe4 Qxd8+ Rxd8 Bxb7 Rd1+ Rxd1 O-O Bxc6 Rf1+ Rxf1 Bxa2 Bd5+ Bxd5 Nxd5 c6 c3 cxd5 Rf8+ Kxf8 Bc5+ Kg8 Rxd5 Kh8 Rd8#,3R3k/p5pp/8/2B1p3/4p3/2P5/1P4PP/4K3 b - - 2 23
Black,48,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 d5 Bd3 Bd6 Be3 Be6 Nxe5 Bxe5 f3 Nxe4 fxe4 b5 dxe5 f6 Bf4 fxe5 Bxe5 Nxe5 Nxd5 Qxd5 c3 Qxe4+ Bxe4 c6 Bxc6+ Nxc6 Qd8+ Rxd8 O-O Bxa2 Rae1+ Be6 Rxe6+ Kd7 Rxc6 Rhf8 Rc7+ Kxc7 Rf7+ Rxf7 Kh1 Rd1#,8/p1k2rpp/8/1p6/8/2P5/1P4PP/3r3K w - - 2 25
Black,52,Nf3 Nf6 Nc3 Nc6 e4 g5 d4 e5 Bd3 Ke7 Be3 d5 Nxd5+ Qxd5 c3 Be6 exd5 Nxd5 Nxe5 Nxe5 dxe5 f6 exf6+ Nxf6 f3 c6 Bc5+ Ke8 O-O Bxc5+ Rf2 Bxf2+ Kh1 Bd4 cxd4 Rf8 Rc1 Rd8 Rxc6 b6 Rxe6+ Kf7 Rxf6+ Kg8 Rxf8+ Rxf8 Bxh7+ Kh8 Be4 Rxf3 Qc2 Rf1#,7k/p7/1p6/6p1/3PB3/8/PPQ3PP/5r1K w - - 2 27
Black,36,Nf3 Nf6 b3 Nc6 Nc3 e5 e4 d5 d4 Bd6 Bd3 Be6 Be3 Nxe4 Bxe4 f6 Bxd5 Bxd5 Nxd5 Nxd4 Qxd4 c6 Nd2 cxd5 Qxe5+ fxe5 Ne4 dxe4 f3 Qa5+ c3 Qxc3+ Kf1 Qxe3 fxe4 O-O#,r4rk1/pp4pp/3b4/4p3/4P3/1P2q3/P5PP/R4K1R w - - 1 19
White,61,g4 Nf6 Nf3 Nc6 Nc3 Nb4 e4 Nd3+ cxd3 e5 Nxe5 d5 f3 c6 Nxd5 cxd5 exd5 Qxd5 Qa4+ Bd7 Qxd7+ Qxd7 Bg2 Bd6 O-O Bxe5 h3 Qd4+ Rf2 Qd6 d4 Qxd4 d3 Qxf2+ Kxf2 Ne4+ fxe4 f6 Be3 O-O Kg1 Bxb2 Bf3 Be5 Rf1 Rae8 d4 Bxd4 Bxd4 h5 Bxf6 Rxf6 gxh5 Rg6+ hxg6 Rxe4 Ra1 Re1+ Rxe1 Kh8 Re8#,4R2k/pp4p1/6P1/8/8/5B1P/P7/6K1 b - - 2 31
White,87,Nf3 Nf6 Nc3 Nc6 e4 Nb4 d4 Nd3+ cxd3 e5 Be3 d5 g4 c6 Qc1 Bd6 Nxe5 Bxe5 f3 Be6 dxe5 Nxe4 fxe4 f6 Nxd5 cxd5 Qc6+ bxc6 exd5 fxe5 dxe6 Qa5+ Kd1 Qxa2 Kc2 Qxb2+ Kxb2 Rf8 Rxa7 Rb8+ Kc1 Rxf1+ Rxf1 Rb1+ Kxb1 Kd8 Rxg7 Kc8 Rxh7 Kb8 Rb7+ Kxb7 Rf7+ Kb8 Rf8+ Kb7 Rf7+ Kb8 Rb7+ Kxb7 d4 exd4 Bf2 Kb8 g5 Kc8 Bxd4 Kb8 Be5+ Kc8 h3 Kd8 Ba1 Kc7 Be5+ Kb7 h4 Kc8 g6 Kd8 g7 Kc8 g8=Q+ Kb7 Qg7+ Kc8 Qd7#,2k5/3Q4/2p1P3/4B3/7P/8/8/1K6 b - - 4 44
White,51,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 d5 Bd3 Bd6 Be3 Be6 g4 Nxe4 Bxe4 f6 Bxd5 Bxd5 Nxd5 Nxd4 Qxd4 c6 Rf1 cxd5 Qxe5+ fxe5 c3 O-O Nxe5 Bxe5 f3 Bxc3+ bxc3 Qh4+ Kd1 Qxh2 Rc1 Qxa2 Bxa7 Qb3+ Ke1 Qxc3+ Rxc3 Rae8+ Be3 Rxe3+ Rxe3 Rxf3 Re8+ Rf8 Rexf8#,5Rk1/1p4pp/8/3p4/6P1/8/8/4KR2 b - - 0 26
White,87,Nf3 Nc6 Nc3 Nf6 b3 e5 e4 d5 d4 Bd6 Bd3 Rb8 Be3 Be6 Nxe5 Bxe5 f3 Nxe4 g3 Nxc3 dxe5 f6 O-O fxe5 Rc1 O-O Bxh7+ Kh8 Qxd5 Qxd5 Be4 Qxe4 fxe4 Rxf1+ Rxf1 Nxe4 c3 Nxc3 Rf8+ Rxf8 Bxa7 Rf1+ Kxf1 Bc4+ bxc4 Kg8 Bd4 Nxd4 Kg1 c6 Kg2 Nf3 Kxf3 e4+ Kg2 Nd5 cxd5 cxd5 Kg1 d4 Kf2 e3+ Kg1 Kh8 g4 Kg8 g5 Kh8 g6 Kg8 a3 Kh8 a4 Kg8 a5 Kh8 Kh1 Kg8 Kg1 Kh8 Kh1 b6 axb6 Kg8 b7 d3 b8=Q#,1Q4k1/6p1/6P1/8/8/3pp3/7P/7K b - - 0 44
White,39,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 d5 Bd3 Bd6 Be3 Be6 Nxe5 Bxe5 f3 a5 dxe5 Nxe4 fxe4 f6 Nxd5 Qxd5 Bf4 Qxe4+ Bxe4 fxe5 Bxc6+ Kf8 Bxe5 Re8 O-O+ Kg8 c3 Bxa2 Bd5+ Bxd5 Qxd5+ Re6 Qxe6#,6kr/1pp3pp/4Q3/p3B3/8/2P5/1P4PP/R4RK1 b - - 0 20
Black,40,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 d6 Bd3 Be6 Be3 Nxe4 Bd2 Nxc3 Bxc3 f6 Nxe5 fxe5 f3 Nxd4 Bxd4 c6 c3 h5 Bxe5 dxe5 O-O Bc5+ Rf2 Bxf2+ Kh1 Qxd3 Qg1 Bd4 Qxd4 Rc8 Qd7+ Kxd7 Rf1 Qxf1#,2r4r/pp1k2p1/2p1b3/4p2p/8/2P2P2/PP4PP/5q1K w - - 0 21
White,51,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 d5 Bd3 Bd6 Be3 Be6 Nxe5 Bxe5 f3 Nxe4 fxe4 f6 dxe5 fxe5 Nxd5 Qxd5 c3 Qxd3 Qxd3 O-O Qd6 cxd6 O-O-O Rae8 Rxd6 Rf1+ Rd1 Rxd1+ Rxd1 Bf7 Bxa7 Bxa2 Bd4 Nxd4 cxd4 Be6 dxe5 Rc8+ Kb1 Rc1+ Rxc1 Bd5 exd5 Kh8 Rc8#,2R4k/1p4pp/8/3PP3/8/8/1P4PP/1K6 b - - 2 26
Black,58,Nf3 Nf6 Nc3 Nc6 e4 b5 d4 e5 Bd3 d5 Be3 Bd6 Nxe5 Bxe5 f3 Be6 dxe5 Nxe4 fxe4 f6 Nxd5 Qxd5 Kf1 Qxd3+ cxd3 fxe5 Qh5+ Kf8 Qxe5 Nxe5 Bc5+ Kg8 Bxa7 Rf8+ Bf2 Rxf2+ Ke1 Nxd3+ Kd1 c6 Rf1 Rxf1+ Ke2 Nf4+ Kxf1 Bc4+ Kg1 Ne2+ Kh1 Bb3 Rf1 Bxa2 Rf8+ Kxf8 e5 Be6 g3 Bd5#,5k1r/6pp/2p5/1p1bP3/8/6P1/1P2n2P/7K w - - 1 30
Black,40,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 d5 Bd3 Bd6 Be3 Be6 Nxe5 Bxe5 f3 Nxe4 fxe4 f6 dxe5 fxe5 Nxd5 Qxd5 O-O Qxd3 cxd3 O-O-O Rc1 Rxd3 Rxc6 Rxe3 Qg4 Rxe4 Qxe6+ Kb8 Qxe5 Rxe5 Rf8+ Rxf8 Rc2 Re1#,1k3r2/ppp3pp/8/8/8/8/PPR3PP/4r1K1 w - - 2 21
Black,46,Nf3 Nf6 c4 Nc6 Nc3 e5 e4 d5 cxd5 Qxd5 d4 Qxe4+ Nxe4 Nxe4 Bd3 f6 Ba6 Bd6 Bxb7 Be6 Bxc6+ Kf8 Bxe4 c6 Be3 exd4 Qxd4 Re8 Qe5 fxe5 Nxe5 Bxe5 f3 Bc3+ Kf1 Bxb2 Bc5+ Kg8 Bxh7+ Rxh7 Bxa7 Rxh2 Bd4 Bxd4 Rxh2 Bc4#,4r1k1/6p1/2p5/8/2bb4/5P2/P5PR/R4K2 w - - 1 24
White,53,Nf3 g6 Nc3 Nf6 e4 Nc6 d4 Na5 Bd3 Nc6 Be3 e5 Nxe5 Nxe5 dxe5 d5 exf6 c6 O-O Bd6 f3 Bxh2+ Kh1 Be6 Nxd5 cxd5 c3 Bd6 exd5 Bxd5 Bg5 Qxf6 Bxf6 O-O Be5 f6 Bxd6 Bxf3 Qb3+ Bd5 Qxd5+ Rf7 Qc4 Rf8 Qxf7+ Rxf7 Rxf6 Rxf6 Bc4+ Rf7 Bxf7+ Kh8 Be5#,7k/pp3B1p/6p1/4B3/8/2P5/PP4P1/R6K b - - 2 27
White,33,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 Bb4 Bd3 Bxc3+ Bd2 d5 Bxc3 Be6 Nxe5 Nxe5 dxe5 c6 exf6 dxe4 fxg7 Qxd3 cxd3 f6 dxe4 Rf8 gxf8=R+ Kxf8 Qd6+ Kg8 Qxe6+ Kh8 Bxf6#,r6k/pp5p/2p1QB2/8/4P3/8/PP3PPP/R3K2R b KQ - 0 17
Black,48,Nf3 Nf6 Nc3 Nc6 e4 e5 d4 d5 b3 Bd6 Bd3 Be6 Be3 Nxe4 Bxe4 f6 Bxd5 Bxd5 Nxd5 Nxd4 Qxd4 c6 Qxe5+ fxe5 c3 cxd5 Nxe5 Bxe5 f3 Bxc3+ Kf1 O-O Re1 Rxf3+ Kg1 Rxe3 Rxe3 Rc8 Re8+ Qxe8 b4 Bd4+ Kf1 Qf7+ Ke1 Qe6+ Kf1 Rf8#,5rk1/pp4pp/4q3/3p4/1P1b4/8/P5PP/5K1R w - - 7 25
